ubigeo,tipo_municipalidad,clasificacion_mef
100604,DISTRITAL,E
100605,DISTRITAL,F
100606,DISTRITAL,D
100607,DISTRITAL,G
100608,DISTRITAL,D
100609,DISTRITAL,G
100610,DISTRITAL,G
100701,PROVINCIAL,B
100702,DISTRITAL,F
100703,DISTRITAL,G
100704,DISTRITAL,F
100705,DISTRITAL,F
100801,PROVINCIAL,B
100802,DISTRITAL,F
100803,DISTRITAL,F
100804,DISTRITAL,G
100901,PROVINCIAL,B
100902,DISTRITAL,G
100903,DISTRITAL,G
100904,DISTRITAL,G
100905,DISTRITAL,G
101001,PROVINCIAL,B
101002,DISTRITAL,F
101003,DISTRITAL,G
101004,DISTRITAL,E
101005,DISTRITAL,G
101006,DISTRITAL,F
101007,DISTRITAL,G
101101,PROVINCIAL,B
101102,DISTRITAL,F
101103,DISTRITAL,G
101104,DISTRITAL,G
101105,DISTRITAL,G
101106,DISTRITAL,G
101107,DISTRITAL,G
101108,DISTRITAL,G
110101,PROVINCIAL,A
110102,DISTRITAL,D
110103,DISTRITAL,D
110104,DISTRITAL,F
110105,DISTRITAL,E
110106,DISTRITAL,D
110107,DISTRITAL,F
110108,DISTRITAL,D
110109,DISTRITAL,E
110110,DISTRITAL,D
110111,DISTRITAL,E
110112,DISTRITAL,D
110113,DISTRITAL,E
110114,DISTRITAL,G
110201,PROVINCIAL,A
110202,DISTRITAL,E
110203,DISTRITAL,G
110204,DISTRITAL,F
110205,DISTRITAL,F
110206,DISTRITAL,D
110207,DISTRITAL,D
110208,DISTRITAL,G
110209,DISTRITAL,G
110210,DISTRITAL,D
110211,DISTRITAL,E
110301,PROVINCIAL,A
110302,DISTRITAL,F
110303,DISTRITAL,F
110304,DISTRITAL,E
110305,DISTRITAL,D
110401,PROVINCIAL,B
110402,DISTRITAL,E
110403,DISTRITAL,F
110404,DISTRITAL,F
110405,DISTRITAL,F
110501,PROVINCIAL,A
110502,DISTRITAL,G
110503,DISTRITAL,F
110504,DISTRITAL,F
110505,DISTRITAL,E
110506,DISTRITAL,D
110507,DISTRITAL,D
110508,DISTRITAL,D
120101,PROVINCIAL,A
120104,DISTRITAL,E
120105,DISTRITAL,F
120106,DISTRITAL,F
120107,DISTRITAL,D
120108,DISTRITAL,F
120111,DISTRITAL,F
120112,DISTRITAL,F
120113,DISTRITAL,F
120114,DISTRITAL,D
120116,DISTRITAL,E
120117,DISTRITAL,D
120119,DISTRITAL,D
120120,DISTRITAL,E
120121,DISTRITAL,D
120122,DISTRITAL,E
120124,DISTRITAL,G
120125,DISTRITAL,D
120126,DISTRITAL,F
120127,DISTRITAL,F
120128,DISTRITAL,E
120129,DISTRITAL,D
120130,DISTRITAL,E
120132,DISTRITAL,E
120133,DISTRITAL,D
120134,DISTRITAL,D
120135,DISTRITAL,G
120136,DISTRITAL,E
120201,PROVINCIAL,B
120202,DISTRITAL,E
120203,DISTRITAL,G
120204,DISTRITAL,G
120205,DISTRITAL,G
120206,DISTRITAL,G
120207,DISTRITAL,G
120208,DISTRITAL,E
120209,DISTRITAL,G
120210,DISTRITAL,E
120211,DISTRITAL,F
120212,DISTRITAL,E
120213,DISTRITAL,E
120214,DISTRITAL,F
120215,DISTRITAL,E
120301,PROVINCIAL,A
120302,DISTRITAL,D
120303,DISTRITAL,D
120304,DISTRITAL,F
120305,DISTRITAL,D
120306,DISTRITAL,G
120401,PROVINCIAL,A
120402,DISTRITAL,E
120403,DISTRITAL,F
120404,DISTRITAL,E
120405,DISTRITAL,E
120406,DISTRITAL,G
120407,DISTRITAL,E
120408,DISTRITAL,E
120409,DISTRITAL,E
120410,DISTRITAL,E
120411,DISTRITAL,G
120412,DISTRITAL,E
120413,DISTRITAL,E
120414,DISTRITAL,E
120415,DISTRITAL,E
120416,DISTRITAL,F
120417,DISTRITAL,G
120418,DISTRITAL,E
120419,DISTRITAL,G
120420,DISTRITAL,E
120421,DISTRITAL,E
120422,DISTRITAL,F
120423,DISTRITAL,G
120424,DISTRITAL,F
120425,DISTRITAL,E
120426,DISTRITAL,F
120427,DISTRITAL,F
120428,DISTRITAL,E
120429,DISTRITAL,E
120430,DISTRITAL,D
120431,DISTRITAL,F
120432,DISTRITAL,E
120433,DISTRITAL,E
120434,DISTRITAL,D
120501,PROVINCIAL,B
120502,DISTRITAL,E
120503,DISTRITAL,F
120504,DISTRITAL,G
120601,PROVINCIAL,A
120602,DISTRITAL,G
120603,DISTRITAL,G
120604,DISTRITAL,F
120605,DISTRITAL,G
120606,DISTRITAL,D
120607,DISTRITAL,G
120608,DISTRITAL,G
120609,DISTRITAL,G
120701,PROVINCIAL,A
120702,DISTRITAL,F
120703,DISTRITAL,F
120704,DISTRITAL,F
120705,DISTRITAL,E
120706,DISTRITAL,F
120707,DISTRITAL,F
120708,DISTRITAL,E
120709,DISTRITAL,G
120801,PROVINCIAL,A
120802,DISTRITAL,F
120803,DISTRITAL,E
120804,DISTRITAL,F
120805,DISTRITAL,E
120806,DISTRITAL,E
120807,DISTRITAL,F
120808,DISTRITAL,D
120809,DISTRITAL,F
120810,DISTRITAL,E
120901,PROVINCIAL,A
120902,DISTRITAL,F
120903,DISTRITAL,E
120904,DISTRITAL,F
120905,DISTRITAL,E
120906,DISTRITAL,F
120907,DISTRITAL,F
120908,DISTRITAL,E
120909,DISTRITAL,G
130101,PROVINCIAL,A
130102,DISTRITAL,D
130103,DISTRITAL,D
130104,DISTRITAL,D
130105,DISTRITAL,D
130106,DISTRITAL,D
130107,DISTRITAL,D
130108,DISTRITAL,G
130109,DISTRITAL,D
130110,DISTRITAL,G
130111,DISTRITAL,D
130112,DISTRITAL,G
130201,PROVINCIAL,B
130202,DISTRITAL,E
130203,DISTRITAL,E
130204,DISTRITAL,E
130205,DISTRITAL,D
130206,DISTRITAL,F
130207,DISTRITAL,E
130208,DISTRITAL,D
130301,PROVINCIAL,B
130302,DISTRITAL,G
130303,DISTRITAL,G
130304,DISTRITAL,F
130305,DISTRITAL,F
130306,DISTRITAL,E
130401,PROVINCIAL,A
130402,DISTRITAL,E
130403,DISTRITAL,E
130501,PROVINCIAL,B
130502,DISTRITAL,G
130503,DISTRITAL,G
130504,DISTRITAL,G
130601,PROVINCIAL,B
130602,DISTRITAL,G
130604,DISTRITAL,G
130605,DISTRITAL,F
130606,DISTRITAL,G
130608,DISTRITAL,G
130610,DISTRITAL,G
130611,DISTRITAL,G
130613,DISTRITAL,G
130614,DISTRITAL,G
130701,PROVINCIAL,B
130702,DISTRITAL,D
130703,DISTRITAL,E
130704,DISTRITAL,D
130705,DISTRITAL,E
130801,PROVINCIAL,B
130802,DISTRITAL,G
130803,DISTRITAL,G
130804,DISTRITAL,G
130805,DISTRITAL,F
130806,DISTRITAL,G
130807,DISTRITAL,G
130808,DISTRITAL,F
130809,DISTRITAL,G
130810,DISTRITAL,G
130811,DISTRITAL,F
130812,DISTRITAL,G
130813,DISTRITAL,G
130901,PROVINCIAL,A
130902,DISTRITAL,G
130903,DISTRITAL,G
130904,DISTRITAL,G
130905,DISTRITAL,G
130906,DISTRITAL,G
130907,DISTRITAL,G
130908,DISTRITAL,G
131001,PROVINCIAL,B
131002,DISTRITAL,F
131003,DISTRITAL,F
131004,DISTRITAL,F
131005,DISTRITAL,G
131006,DISTRITAL,F
131007,DISTRITAL,G
131008,DISTRITAL,G
131101,PROVINCIAL,B
131102,DISTRITAL,G
131103,DISTRITAL,G
131104,DISTRITAL,G
131201,PROVINCIAL,A
131202,DISTRITAL,E
131203,DISTRITAL,E
140101,PROVINCIAL,A
140102,DISTRITAL,E
140103,DISTRITAL,E
140104,DISTRITAL,E
140105,DISTRITAL,D
140106,DISTRITAL,D
140107,DISTRITAL,E
140108,DISTRITAL,D
140109,DISTRITAL,E
140110,DISTRITAL,E
140111,DISTRITAL,E
140112,DISTRITAL,D
140113,DISTRITAL,E
140114,DISTRITAL,E
140115,DISTRITAL,E
140116,DISTRITAL,E
140117,DISTRITAL,E
140118,DISTRITAL,D
140119,DISTRITAL,E
140120,DISTRITAL,D
140201,PROVINCIAL,A
140202,DISTRITAL,G
140203,DISTRITAL,G
140204,DISTRITAL,F
140205,DISTRITAL,F
140206,DISTRITAL,D
140301,PROVINCIAL,A
140302,DISTRITAL,G
140303,DISTRITAL,F
140304,DISTRITAL,F
140305,DISTRITAL,F
140306,DISTRITAL,G
140307,DISTRITAL,F
140308,DISTRITAL,G
140309,DISTRITAL,F
140310,DISTRITAL,G
140311,DISTRITAL,E
140312,DISTRITAL,F
150101,PROVINCIAL,A
150102,DISTRITAL,C
150103,DISTRITAL,C
150104,DISTRITAL,C
150105,DISTRITAL,C
150106,DISTRITAL,C
150107,DISTRITAL,C
150108,DISTRITAL,C
150109,DISTRITAL,C
150110,DISTRITAL,C
150111,DISTRITAL,C
150112,DISTRITAL,C
150113,DISTRITAL,C
150114,DISTRITAL,C
150115,DISTRITAL,C
150116,DISTRITAL,C
150117,DISTRITAL,C
150118,DISTRITAL,C
150119,DISTRITAL,C
150120,DISTRITAL,C
150121,DISTRITAL,C
150122,DISTRITAL,C
150123,DISTRITAL,C
150124,DISTRITAL,C
150125,DISTRITAL,C
150126,DISTRITAL,C
150127,DISTRITAL,C
150128,DISTRITAL,C
150129,DISTRITAL,C
150130,DISTRITAL,C
150131,DISTRITAL,C
150132,DISTRITAL,C
150133,DISTRITAL,C
150134,DISTRITAL,C
150135,DISTRITAL,C
150136,DISTRITAL,C
150137,DISTRITAL,C
150138,DISTRITAL,C
150139,DISTRITAL,C
150140,DISTRITAL,C
150141,DISTRITAL,C
150142,DISTRITAL,C
150143,DISTRITAL,C
150201,PROVINCIAL,A
150202,DISTRITAL,D
150203,DISTRITAL,E
150204,DISTRITAL,D
150205,DISTRITAL,D
150301,PROVINCIAL,B
150302,DISTRITAL,E
150303,DISTRITAL,G
150304,DISTRITAL,F
150305,DISTRITAL,F
150401,PROVINCIAL,B
150402,DISTRITAL,F
150403,DISTRITAL,E
150404,DISTRITAL,E
150405,DISTRITAL,E
150406,DISTRITAL,E
150407,DISTRITAL,F
150501,PROVINCIAL,A
150502,DISTRITAL,E
150503,DISTRITAL,F
150504,DISTRITAL,E
150505,DISTRITAL,E
150506,DISTRITAL,F
150507,DISTRITAL,D
150508,DISTRITAL,E
150509,DISTRITAL,D
150510,DISTRITAL,E
150511,DISTRITAL,F
150512,DISTRITAL,E
150513,DISTRITAL,E
150514,DISTRITAL,E
150515,DISTRITAL,E
150516,DISTRITAL,F
150601,PROVINCIAL,A
150602,DISTRITAL,E
150603,DISTRITAL,E
150604,DISTRITAL,E
150605,DISTRITAL,D
150606,DISTRITAL,F
150607,DISTRITAL,E
150608,DISTRITAL,E
150609,DISTRITAL,E
150610,DISTRITAL,F
150611,DISTRITAL,F
150612,DISTRITAL,E
150701,PROVINCIAL,B
150702,DISTRITAL,G
150703,DISTRITAL,E
150704,DISTRITAL,E
150705,DISTRITAL,F
150706,DISTRITAL,G
150707,DISTRITAL,E
150708,DISTRITAL,E
150709,DISTRITAL,E
150710,DISTRITAL,F
150711,DISTRITAL,F
150712,DISTRITAL,E
150713,DISTRITAL,G
150714,DISTRITAL,E
150715,DISTRITAL,F
150716,DISTRITAL,G
150717,DISTRITAL,F
150718,DISTRITAL,E
150719,DISTRITAL,E
150720,DISTRITAL,E
150721,DISTRITAL,E
150722,DISTRITAL,E
150723,DISTRITAL,G
150724,DISTRITAL,E
150725,DISTRITAL,E
150726,DISTRITAL,G
150727,DISTRITAL,E
150728,DISTRITAL,E
150729,DISTRITAL,E
150730,DISTRITAL,E
150731,DISTRITAL,G
150732,DISTRITAL,F
150801,PROVINCIAL,A
150802,DISTRITAL,G
150803,DISTRITAL,D
150804,DISTRITAL,F
150805,DISTRITAL,D
150806,DISTRITAL,D
150807,DISTRITAL,G
150808,DISTRITAL,F
150809,DISTRITAL,F
150810,DISTRITAL,D
150811,DISTRITAL,F
150812,DISTRITAL,E
150901,PROVINCIAL,B
150902,DISTRITAL,E
150903,DISTRITAL,F
150904,DISTRITAL,G
150905,DISTRITAL,G
150906,DISTRITAL,E
151001,PROVINCIAL,B
151002,DISTRITAL,G
151003,DISTRITAL,F
151004,DISTRITAL,E
151005,DISTRITAL,G
151006,DISTRITAL,F
151007,DISTRITAL,E
151008,DISTRITAL,F
151009,DISTRITAL,G
151010,DISTRITAL,E
151011,DISTRITAL,F
151012,DISTRITAL,E
151013,DISTRITAL,E
151014,DISTRITAL,E
151015,DISTRITAL,F
151016,DISTRITAL,F
151017,DISTRITAL,E
151018,DISTRITAL,E
151019,DISTRITAL,G
151020,DISTRITAL,F
151021,DISTRITAL,E
151022,DISTRITAL,F
151023,DISTRITAL,E
151024,DISTRITAL,F
151025,DISTRITAL,E
151026,DISTRITAL,E
151027,DISTRITAL,E
151028,DISTRITAL,E
151029,DISTRITAL,E
151030,DISTRITAL,F
151031,DISTRITAL,F
151032,DISTRITAL,F
151033,DISTRITAL,E
160101,PROVINCIAL,A
160102,DISTRITAL,G
160103,DISTRITAL,F
160104,DISTRITAL,F
160105,DISTRITAL,G
160106,DISTRITAL,F
160107,DISTRITAL,G
160108,DISTRITAL,D
160110,DISTRITAL,G
160112,DISTRITAL,D
160113,DISTRITAL,D
160201,PROVINCIAL,A
160202,DISTRITAL,G
160205,DISTRITAL,F
160206,DISTRITAL,F
160210,DISTRITAL,G
160211,DISTRITAL,F
160301,PROVINCIAL,B
160302,DISTRITAL,G
160303,DISTRITAL,G
160304,DISTRITAL,G
160305,DISTRITAL,G
160401,PROVINCIAL,B
160402,DISTRITAL,G
160403,DISTRITAL,G
160404,DISTRITAL,G
160501,PROVINCIAL,A
160502,DISTRITAL,F
160503,DISTRITAL,F
160504,DISTRITAL,F
160505,DISTRITAL,G
160506,DISTRITAL,F
160507,DISTRITAL,G
160508,DISTRITAL,G
160509,DISTRITAL,F
160510,DISTRITAL,E
160511,DISTRITAL,F
160601,PROVINCIAL,B
160602,DISTRITAL,F
160603,DISTRITAL,F
160604,DISTRITAL,G
160605,DISTRITAL,F
160606,DISTRITAL,E
160701,PROVINCIAL,B
160702,DISTRITAL,G
160703,DISTRITAL,G
160704,DISTRITAL,F
160705,DISTRITAL,F
160706,DISTRITAL,G
160801,PROVINCIAL,B
160802,DISTRITAL,F
160803,DISTRITAL,G
160804,DISTRITAL,G
170101,PROVINCIAL,A
170102,DISTRITAL,F
170103,DISTRITAL,D
170104,DISTRITAL,E
170201,PROVINCIAL,B
170202,DISTRITAL,G
170203,DISTRITAL,F
170204,DISTRITAL,E
170301,PROVINCIAL,B
170302,DISTRITAL,E
170303,DISTRITAL,F
180101,PROVINCIAL,A
180102,DISTRITAL,F
180103,DISTRITAL,E
180104,DISTRITAL,D
180105,DISTRITAL,E
180106,DISTRITAL,F
180107,DISTRITAL,G
180201,PROVINCIAL,B
180202,DISTRITAL,F
180203,DISTRITAL,F
180204,DISTRITAL,G
180205,DISTRITAL,G
180206,DISTRITAL,E
180207,DISTRITAL,F
180208,DISTRITAL,E
180209,DISTRITAL,F
180210,DISTRITAL,F
180211,DISTRITAL,F
180301,PROVINCIAL,A
180302,DISTRITAL,D
180303,DISTRITAL,D
190101,PROVINCIAL,A
190102,DISTRITAL,F
190103,DISTRITAL,E
190104,DISTRITAL,E
190105,DISTRITAL,E
190106,DISTRITAL,F
190107,DISTRITAL,E
190108,DISTRITAL,F
190109,DISTRITAL,D
190110,DISTRITAL,F
190111,DISTRITAL,E
190112,DISTRITAL,E
190113,DISTRITAL,D
190201,PROVINCIAL,B
190202,DISTRITAL,E
190203,DISTRITAL,E
190204,DISTRITAL,E
190205,DISTRITAL,E
190206,DISTRITAL,G
190207,DISTRITAL,E
190208,DISTRITAL,F
190301,PROVINCIAL,B
190302,DISTRITAL,F
190303,DISTRITAL,F
190304,DISTRITAL,G
190305,DISTRITAL,G
190306,DISTRITAL,F
190307,DISTRITAL,E
190308,DISTRITAL,F
200101,PROVINCIAL,A
200104,DISTRITAL,D
200105,DISTRITAL,D
200107,DISTRITAL,E
200108,DISTRITAL,E
200109,DISTRITAL,D
200110,DISTRITAL,D
200111,DISTRITAL,F
200114,DISTRITAL,D
200115,DISTRITAL,D
200201,PROVINCIAL,B
200202,DISTRITAL,G
200203,DISTRITAL,G
200204,DISTRITAL,G
200205,DISTRITAL,G
200206,DISTRITAL,G
200207,DISTRITAL,G
200208,DISTRITAL,G
200209,DISTRITAL,F
200210,DISTRITAL,G
200301,PROVINCIAL,B
200302,DISTRITAL,G
200303,DISTRITAL,G
200304,DISTRITAL,G
200305,DISTRITAL,G
200306,DISTRITAL,G
200307,DISTRITAL,G
200308,DISTRITAL,G
200401,PROVINCIAL,A
200402,DISTRITAL,E
200403,DISTRITAL,G
200404,DISTRITAL,F
200405,DISTRITAL,E
200406,DISTRITAL,E
200407,DISTRITAL,F
200408,DISTRITAL,F
200409,DISTRITAL,G
200410,DISTRITAL,G
200501,PROVINCIAL,A
200502,DISTRITAL,E
200503,DISTRITAL,E
200504,DISTRITAL,E
200505,DISTRITAL,E
200506,DISTRITAL,E
200507,DISTRITAL,E
200601,PROVINCIAL,A
200602,DISTRITAL,D
200603,DISTRITAL,E
200604,DISTRITAL,G
200605,DISTRITAL,E
200606,DISTRITAL,E
200607,DISTRITAL,E
200608,DISTRITAL,E
200701,PROVINCIAL,A
200702,DISTRITAL,E
200703,DISTRITAL,E
200704,DISTRITAL,E
200705,DISTRITAL,E
200706,DISTRITAL,E
200801,PROVINCIAL,A
200802,DISTRITAL,E
200803,DISTRITAL,E
200804,DISTRITAL,F
200805,DISTRITAL,E
200806,DISTRITAL,E
210101,PROVINCIAL,A
210102,DISTRITAL,G
210103,DISTRITAL,G
210104,DISTRITAL,G
210105,DISTRITAL,G
210106,DISTRITAL,G
210107,DISTRITAL,G
210108,DISTRITAL,G
210109,DISTRITAL,F
210110,DISTRITAL,G
210111,DISTRITAL,F
210112,DISTRITAL,G
210113,DISTRITAL,G
210114,DISTRITAL,G
210115,DISTRITAL,G
210201,PROVINCIAL,A
210202,DISTRITAL,G
210203,DISTRITAL,G
210204,DISTRITAL,G
210205,DISTRITAL,G
210206,DISTRITAL,G
210207,DISTRITAL,F
210208,DISTRITAL,G
210209,DISTRITAL,F
210210,DISTRITAL,G
210211,DISTRITAL,F
210212,DISTRITAL,F
210213,DISTRITAL,G
210214,DISTRITAL,G
210215,DISTRITAL,G
210301,PROVINCIAL,B
210302,DISTRITAL,F
210303,DISTRITAL,G
210304,DISTRITAL,F
210305,DISTRITAL,F
210306,DISTRITAL,E
210307,DISTRITAL,G
210308,DISTRITAL,F
210309,DISTRITAL,G
210310,DISTRITAL,F
210401,PROVINCIAL,B
210402,DISTRITAL,F
210403,DISTRITAL,G
210404,DISTRITAL,G
210405,DISTRITAL,G
210406,DISTRITAL,G
210407,DISTRITAL,G
210501,PROVINCIAL,A
210502,DISTRITAL,G
210503,DISTRITAL,G
210504,DISTRITAL,G
210505,DISTRITAL,G
210601,PROVINCIAL,B
210602,DISTRITAL,F
210603,DISTRITAL,F
210604,DISTRITAL,G
210605,DISTRITAL,G
210606,DISTRITAL,G
210607,DISTRITAL,G
210608,DISTRITAL,G
210701,PROVINCIAL,B
210702,DISTRITAL,G
210703,DISTRITAL,G
210704,DISTRITAL,G
210705,DISTRITAL,G
210706,DISTRITAL,F
210707,DISTRITAL,F
210708,DISTRITAL,F
210709,DISTRITAL,E
210710,DISTRITAL,F
210801,PROVINCIAL,A
210802,DISTRITAL,F
210803,DISTRITAL,G
210804,DISTRITAL,F
210805,DISTRITAL,F
210806,DISTRITAL,F
210807,DISTRITAL,G
210808,DISTRITAL,F
210809,DISTRITAL,G
210901,PROVINCIAL,B
210902,DISTRITAL,G
210903,DISTRITAL,F
210904,DISTRITAL,G
211001,PROVINCIAL,B
211002,DISTRITAL,E
211003,DISTRITAL,G
211004,DISTRITAL,F
211005,DISTRITAL,G
211101,PROVINCIAL,A
211102,DISTRITAL,G
211103,DISTRITAL,F
211104,DISTRITAL,G
211105,DISTRITAL,D
211201,PROVINCIAL,B
211202,DISTRITAL,F
211203,DISTRITAL,F
211204,DISTRITAL,G
211205,DISTRITAL,G
211206,DISTRITAL,G
211207,DISTRITAL,F
211208,DISTRITAL,F
211209,DISTRITAL,G
211210,DISTRITAL,G
211301,PROVINCIAL,B
211302,DISTRITAL,E
211303,DISTRITAL,G
211304,DISTRITAL,F
211305,DISTRITAL,G
211306,DISTRITAL,F
211307,DISTRITAL,F
220101,PROVINCIAL,A
220102,DISTRITAL,E
220103,DISTRITAL,E
220104,DISTRITAL,F
220105,DISTRITAL,E
220106,DISTRITAL,E
220201,PROVINCIAL,B
220202,DISTRITAL,F
220203,DISTRITAL,G
220204,DISTRITAL,F
220205,DISTRITAL,E
220206,DISTRITAL,E
220301,PROVINCIAL,B
220302,DISTRITAL,F
220303,DISTRITAL,G
220304,DISTRITAL,G
220305,DISTRITAL,F
220401,PROVINCIAL,B
220402,DISTRITAL,F
220403,DISTRITAL,F
220404,DISTRITAL,F
220405,DISTRITAL,F
220406,DISTRITAL,E
220501,PROVINCIAL,B
220502,DISTRITAL,F
220503,DISTRITAL,F
220504,DISTRITAL,F
220505,DISTRITAL,F
220506,DISTRITAL,G
220507,DISTRITAL,F
220508,DISTRITAL,F
220509,DISTRITAL,F
220510,DISTRITAL,F
220511,DISTRITAL,F
220601,PROVINCIAL,A
220602,DISTRITAL,G
220603,DISTRITAL,F
220604,DISTRITAL,F
220605,DISTRITAL,G
220701,PROVINCIAL,B
220702,DISTRITAL,F
220703,DISTRITAL,E
220704,DISTRITAL,E
220705,DISTRITAL,E
220706,DISTRITAL,E
220707,DISTRITAL,E
220708,DISTRITAL,G
220709,DISTRITAL,F
220710,DISTRITAL,F
220801,PROVINCIAL,A
220802,DISTRITAL,F
220803,DISTRITAL,E
220804,DISTRITAL,D
220805,DISTRITAL,F
220806,DISTRITAL,E
220807,DISTRITAL,F
220808,DISTRITAL,E
220809,DISTRITAL,E
220901,PROVINCIAL,A
220902,DISTRITAL,F
220903,DISTRITAL,E
220904,DISTRITAL,F
220905,DISTRITAL,E
220906,DISTRITAL,E
220907,DISTRITAL,F
220908,DISTRITAL,E
220909,DISTRITAL,D
220910,DISTRITAL,D
220911,DISTRITAL,F
220912,DISTRITAL,E
220913,DISTRITAL,E
220914,DISTRITAL,E
221001,PROVINCIAL,B
221002,DISTRITAL,F
221003,DISTRITAL,G
221004,DISTRITAL,G
221005,DISTRITAL,F
221006,DISTRITAL,G
230101,PROVINCIAL,A
230102,DISTRITAL,D
230103,DISTRITAL,F
230104,DISTRITAL,D
230105,DISTRITAL,F
230106,DISTRITAL,F
230107,DISTRITAL,G
230108,DISTRITAL,D
230109,DISTRITAL,E
230110,DISTRITAL,D
230111,DISTRITAL,G
230201,PROVINCIAL,B
230202,DISTRITAL,E
230203,DISTRITAL,E
230204,DISTRITAL,E
230205,DISTRITAL,E
230206,DISTRITAL,E
230301,PROVINCIAL,B
230302,DISTRITAL,E
230303,DISTRITAL,F
230401,PROVINCIAL,B
230402,DISTRITAL,F
230403,DISTRITAL,E
230404,DISTRITAL,E
230405,DISTRITAL,E
230406,DISTRITAL,E
230407,DISTRITAL,E
230408,DISTRITAL,E
240101,PROVINCIAL,A
240102,DISTRITAL,E
240103,DISTRITAL,E
240104,DISTRITAL,F
240105,DISTRITAL,E
240106,DISTRITAL,E
240201,PROVINCIAL,B
240202,DISTRITAL,G
240203,DISTRITAL,E
240301,PROVINCIAL,A
240302,DISTRITAL,D
240303,DISTRITAL,E
240304,DISTRITAL,F
250101,PROVINCIAL,A
250102,DISTRITAL,F
250103,DISTRITAL,G
250104,DISTRITAL,G
250105,DISTRITAL,D
250106,DISTRITAL,F
250107,DISTRITAL,D
250201,PROVINCIAL,B
250202,DISTRITAL,F
250203,DISTRITAL,G
250204,DISTRITAL,G
250301,PROVINCIAL,B
250302,DISTRITAL,F
250303,DISTRITAL,F
250304,DISTRITAL,F
250305,DISTRITAL,E
250306,DISTRITAL,G
250307,DISTRITAL,G
250401,PROVINCIAL,B
